sample,H3N2F1,H3N3,H3N3F1,H3N4,H3N4F1,H3N5,H3N5F1,H3N5F3,H3N7,H4N2,H4N3,H4N3S1,H4N3F1,H4N3F1S1,H4N4,H4N4S1,H4N4F1,H4N4F1S1,H4N4F3S1,H4N5,H4N5S1,H4N5F1,H4N5F1S1,H4N6S1,H5N2,H5N3,H5N3S1,H5N3F1S1,H5N4,H5N4S1,H5N4S2,H5N4F1,H5N4F1S1,H5N4F1S2,H5N4F2,H5N4F2S1,H5N5,H5N5S1,H5N5S2,H5N5F1,H5N5F1S1,H5N5F1S2,H5N5F2,H6N2,H6N3,H6N3S1,H6N3F1S1,H6N4S1,H6N4S2,H6N4F1S1,H6N5,H6N5S1,H6N5S2,H6N5S3,H6N5F1,H6N5F1S1,H6N5F1S2,H6N5F1S3,H6N5F2S3,H6N6,H6N6F1S1,H6N6F1S2,H7N2,H7N6S1,H7N6S2,H7N6S3,H7N6S4,H7N6F1S2,H7N6F1S3,H7N6F1S4,H8N2,H9N2
S336,NA,NA,NA,2089.832827891302,42690.00891209955,7195.19254862273,9894.536723518504,NA,NA,NA,NA,5338.71360385482,NA,NA,3528.327700640172,6006.196844830244,28700.81584610848,10256.05556185501,NA,6949.175535727706,11781.53801734223,11064.55576845876,7973.373515289204,NA,6987.804176192083,NA,6449.550779299077,NA,6155.809976442626,70999.38490966235,360371.9251180423,9716.922213303827,35428.26135618622,61289.19147227034,NA,NA,3827.482615161086,19580.08680485875,3541.184603081508,7769.557730677801,25499.81148534806,32681.29935737538,NA,9780.274533595666,NA,12626.15338026592,NA,NA,NA,NA,NA,18640.2395804062,38562.09104848331,129843.7155885642,NA,7709.320854359717,20444.20789883429,64685.80266773961,5488.789288974916,NA,NA,NA,6005.88016537616,NA,11145.53454045407,7179.527021293695,8075.624099787265,5733.524800687122,3523.593028472436,NA,8413.023719991854,9170.21576494762
S337,NA,NA,4353.568393729232,5999.425979426044,91774.86631832716,4103.724287478701,14538.15206306489,NA,NA,NA,3082.686390634158,9849.346793542,NA,5802.16733476079,11826.95266856918,8403.404256760432,159717.1103125838,21423.45230006369,NA,12160.61485034113,8619.129685194885,28916.28609197075,14827.38599877083,NA,16236.72341361206,3763.450742188995,10665.96338743073,NA,21201.11041621542,132208.5019807208,916060.2001838784,91292.76481255535,156288.6641177913,151593.2319551974,NA,6001.88741158381,11347.23390865499,56154.38201857005,5027.746944296844,19887.45553897437,70719.93488652879,45146.74425373344,NA,28839.41257489896,NA,40727.37862160229,NA,NA,6464.055385467379,NA,NA,18687.74578741815,17156.15632577735,61688.3736322904,NA,10495.44011330638,18057.22149401172,91723.0934268794,9423.12133277478,NA,NA,NA,16204.43195725575,NA,NA,NA,3913.780623974564,6570.911562541173,5011.617066830328,10139.32057497368,29128.92054081181,25018.70371404577
S339,NA,2748.965050785966,1300.124856070129,2007.983682718336,24574.2653059876,3064.275222690144,6731.186954102846,NA,NA,NA,2278.085317077535,10688.20730850441,1413.247658821491,2424.197710023653,10620.77502805926,13725.45118180687,84326.46854995284,13028.85243972521,NA,7042.006494395363,8588.515429847543,17085.11707526566,4640.818080426648,NA,9574.925016166277,2277.650679678493,8708.634623501317,NA,24154.18003130895,275806.1947106709,1332827.633524061,87047.4501549138,138877.9567710916,157770.9288727784,NA,NA,11802.98541540982,58934.15060299495,6731.11488679283,14496.26996665163,41364.40785956434,50471.71762655817,NA,12199.08913050989,2273.225056191051,27459.9369156455,NA,NA,7729.261108822884,NA,NA,22145.45294914175,36534.94726428979,162602.2431990893,NA,9396.534335038152,15687.92798830312,72525.56125315046,3129.358820221061,NA,NA,NA,5691.814805524957,NA,7724.309149042042,6826.652457939997,9359.144244326062,2867.17587543427,3277.661135847878,5026.136343340821,11049.89632181827,15310.20937107265
S343,NA,NA,NA,2631.047650289053,27047.39376352787,3304.839595395994,7793.016689879208,NA,NA,NA,2020.144420279346,6439.691330457013,1428.708787870068,2734.013310624871,6629.554026796201,7941.685797601424,75225.66499393288,12588.99965601062,NA,6259.454069516134,7063.443613428545,18637.89262979878,NA,NA,14299.1640777448,3097.143608759186,6475.717469891629,NA,13605.39853044421,183445.9716486403,1025878.363269481,67519.39587798978,117339.2506663734,124255.7042761762,NA,3961.226173204057,8439.669750757337,48402.71282824977,5556.945150124272,14239.06624466304,51675.99424430635,39086.84708703006,NA,23413.98945971029,2645.141093429258,13997.89156324669,NA,NA,5572.47646762584,NA,NA,16873.78635032062,27294.36743527335,141450.8643424115,NA,8382.762562578399,12006.8378904386,59445.93237107006,2670.549558289065,NA,NA,NA,10136.66712337602,NA,6586.392599556732,6600.915797730202,6480.667039005963,2911.215199288611,3172.591262335261,4129.061954153761,18393.2279221887,17305.30491393515
S345,NA,NA,NA,NA,17862.32911584519,NA,4343.715819275058,NA,NA,NA,NA,7281.046191924828,NA,NA,5261.407479547019,8543.087204957545,47849.87321694912,12382.79111486416,NA,6607.935760601203,13139.05344415462,9058.908653299675,NA,NA,8218.840605415686,NA,10231.34363448903,NA,13506.22346449418,119351.7637752039,728681.7357917638,42835.12079140664,72612.47108200197,73678.857341083145,NA,NA,5906.451586997921,33170.96470060282,3519.17998120497,9763.16196566142,28837.05360247364,26298.05807245631,NA,14117.09290295174,NA,13656.11694034831,NA,14939.4121084111,10710.67543035894,NA,NA,13348.6240286788,16553.7827275115,87617.44285829602,NA,5110.237536219687,8886.398133854836,28446.13319102339,NA,NA,NA,NA,6671.93186091373,NA,NA,NA,5571.640388842385,NA,NA,NA,14356.34832487621,13948.32120691937
S346,NA,NA,NA,2505.454017060466,33065.81287226632,1604.245800309571,6715.073695699633,NA,NA,NA,1529.039130404371,5922.408745252255,NA,2717.72751990158,6620.453353482314,6203.936759839644,83268.26553007262,11763.33772168661,NA,6154.354252784847,6712.871326575804,14106.43782601818,7060.517634152118,NA,10569.9513342302,2469.150681695108,5703.320137187931,NA,12706.36376475678,115959.1624575102,863514.7336179378,54271.06289605155,79848.13529439186,80296.70295051539,NA,3031.260231928382,6582.458226583,40775.2527433024,4010.56176217733,10833.73830088947,41211.42113111769,25255.71989481294,NA,18948.2516098719,NA,19384.5775157234,NA,NA,3270.884834781672,NA,NA,12606.8844153951,19256.5679891614,107694.7621858984,NA,5879.372010803783,9886.9066027166191,63585.65602931808,2983.067579200856,NA,NA,NA,8208.631778949293,NA,6024.601600841882,4571.676942068014,5217.09873280473,NA,NA,5380.933212267033,15784.7323701589,17440.04500576482
S35,NA,1018.089648825239,1421.405533809452,821.2870816499294,39165.8017134543,1443.535023027653,6757.181236116866,NA,NA,272.2431292757778,1492.139365433599,8123.272560982676,1449.22389624915,2030.515002957272,3369.563744952588,5574.185142440388,109450.2905387349,10231.0766575852,NA,1890.0174666273099,2785.92274846805,16270.74830222785,7682.92040292294,NA,7958.965907822082,1589.015157187667,3841.738936072019,1967.931772941204,8377.983677799972,147231.8713672223,1218231.143059631,94341.13820255382,118127.3920159203,138532.8404122044,NA,2201.082275283937,3727.162809900999,26809.98867653007,5254.302130027818,9337.7921636692,41521.01276352799,40686.62542717432,NA,21661.75369386131,1224.663817600471,3751.869776557567,1764.397711815091,NA,3704.631875293874,NA,1192.135909278237,9757.879854498036,21486.51544931568,174648.9219394375,NA,4699.510526404446,6876.730263685578,48053.46945166385,1287.23808694415,NA,NA,1252.044932390473,6914.056809357025,521.4325984576953,3145.228047280903,3869.489606656068,5800.999551884329,934.9421393687264,1170.388775903768,2128.659291950271,13492.73853072128,22519.77566108086
S354,NA,NA,2907.299410770509,4806.222826528276,88030.7631069908,8985.175066512127,17286.68804950826,NA,NA,NA,NA,7343.112386040419,NA,4503.275214290476,10137.3652685257,7788.977677405498,128217.8355864206,22286.61995849687,NA,12943.2961011258,15768.86244165504,32040.64753776809,16583.19215085835,NA,12463.40966415743,NA,10043.69020187865,NA,15906.46148031907,96968.82883426774,688544.4489745562,60483.11557371989,119180.5511895065,134866.8648130644,NA,NA,8259.299039868853,50184.89884705467,12317.25001495628,20525.14848724821,75518.00370137446,83516.94021568568,NA,17779.34243861842,NA,14502.74204525538,5972.622203093974,NA,5677.904879165231,NA,NA,15606.20754332784,17152.43217261482,77366.10403131439,NA,10080.98524587206,17579.80529408799,100150.4521702298,9456.402510490076,NA,NA,NA,10607.96488696391,NA,11625.88173921821,7102.152384025398,7687.584977857367,4098.111047276368,7442.299826081248,13372.41559825829,21521.7831391726,19449.35713335006
S357,NA,NA,NA,NA,31938.27299537976,4055.787487079003,6922.282322759488,NA,NA,NA,1943.73406007968,7639.87633991226,NA,3025.161432104152,3945.538227800993,9850.098239856334,74976.70892399526,12773.93803136767,NA,7098.948081463922,11566.80442466367,13645.69484303034,8766.95555749196,NA,9842.440275530147,1625.407661124054,7482.870597806594,NA,10477.6071419782,162626.6224123358,771258.3917905221,41005.21205588654,64331.79150999993,83493.79349949045,NA,NA,7465.193635495793,38043.69011505858,5416.64686228288,10297.75340012888,40092.66215081659,53217.08342910002,NA,14014.53102116658,NA,20535.80316915324,NA,NA,2920.778918035571,NA,NA,13394.30701723093,24684.32007273478,106393.1416747279,NA,6568.822560632079,10194.56298154792,29859.55994191599,NA,NA,NA,NA,6730.488552758619,NA,5329.617757069336,5139.506116886755,5312.15594986721,NA,NA,NA,11801.65930426507,13777.72375874114
S361,NA,NA,NA,NA,30643.09095486617,2972.892936108561,6446.447528787491,NA,NA,NA,2738.243414971387,7194.558806150314,NA,4024.38494720168,6403.933321672132,8767.127244723053,88253.01501833685,15776.36647664308,NA,7050.60000612536,8628.580230677986,17920.739637982,8136.109483604871,NA,15468.57046577977,3189.297872968198,9539.560682169487,NA,17535.26463623295,152486.1733882925,816450.944044486,58975.15623344717,95918.74876060404,85694.04397349717,NA,NA,8032.967669214261,48783.49696409178,5019.312916304322,18515.03618216273,64499.10031779173,46667.24143855242,NA,23741.18982640498,NA,10325.38839414758,NA,9708.254403331708,4762.101019150433,NA,NA,17314.95371843784,21301.41201057708,87949.90334922943,NA,7050.081343716809,13939.04896372861,41951.2171974896,NA,NA,NA,NA,12127.82518946468,NA,NA,4545.177757375511,5005.551807608089,NA,NA,NA,26017.36604575688,20572.05129792553
S363,NA,NA,2574.136206676832,3318.710144716171,39095.50928998789,6182.225540739958,7690.505216454928,NA,NA,NA,2728.210288467632,11078.81057365607,NA,NA,7167.955715855431,8763.773715825811,94393.33747393002,14800.12788541406,NA,9820.846763640948,13854.86189141201,18903.58460763817,9859.088674989773,NA,9775.016885218936,NA,8192.695788608584,NA,15332.42331037174,191150.8819127207,983100.8918739846,56365.93950141686,110376.2095949439,142240.5779594976,NA,7856.46815935936,10531.84628995289,51826.02833612734,9305.757254712606,15452.02898968648,53021.91259280876,61677.97935141998,NA,12906.90946938806,NA,NA,NA,NA,6818.319142415002,NA,NA,24812.02116171426,30078.638518831882,132018.6031139472,NA,12520.62824829145,32960.77623753257,190130.0496632526,16576.37586611308,NA,NA,NA,7480.618000650432,NA,17046.64366419738,7979.2585485887485,8919.433973717307,6350.625241036816,8958.233779293198,14850.46858768506,13859.01051994206,18643.30160556599
S376,NA,4891.547703116829,3674.747643664449,6755.09193997392,208599.4153854956,17233.96607747854,45712.63641819848,NA,NA,NA,2853.854512952115,9009.184044200863,2831.716609771102,5656.896220832539,22138.41611126933,14957.40831619041,215985.4939628851,33435.00906117292,NA,22479.09711189991,33592.73525331441,63631.57647676075,33201.66907762125,NA,21082.96751484751,4857.732058825763,11760.50509631934,11738.61430353038,26758.69116998079,160046.7984156357,761057.7856853418,90914.50863590096,219588.1522500266,169832.325568974,NA,3998.546746042285,14738.47391886738,75400.47906720356,13423.23686311515,28996.97863329419,132475.2152148507,153866.301463263,NA,37003.96743485713,4484.551056589326,14871.81754457031,4329.005158201186,18180.86996507449,9798.44907354115,NA,NA,20643.21130640804,21644.80595377852,83071.96437667776,NA,20068.43298367226,63758.10965519749,120818.1388247372,8837.11555257115,NA,5631.000914926175,NA,20151.59151348119,NA,NA,NA,NA,7307.335119564197,6880.993149371559,7653.848281503768,40060.9192137161,26412.89448028702
S380,NA,NA,NA,NA,20836.79378699237,NA,6334.674855689953,NA,NA,NA,NA,7936.777173687601,NA,NA,5526.648041530381,7925.778282562621,62972.4165626573,17250.88735542744,NA,7357.656261968203,13975.36445622801,17637.97105053291,NA,NA,6665.173942320116,NA,13800.97433853146,NA,16142.44330144903,135869.8799718735,741436.9966482313,52626.39947285884,68207.50953073228,73004.6401940997,NA,NA,6273.54874561553,41323.40483684944,4111.087230773014,15390.54813634968,35798.75022615807,37355.48195815942,NA,13743.48614264078,NA,20822.78828236447,NA,11555.52404428014,5622.000312575921,NA,NA,15560.41302272447,18448.31711701835,62664.12721646422,NA,6629.768071418006,18303.07617041682,59990.61292904408,3422.923524908011,NA,NA,NA,6958.165376328569,NA,NA,NA,NA,NA,NA,NA,14798.1218554771,18620.03556457222
S381,NA,NA,NA,3530.889909278836,34099.80093330605,4376.531336868278,9151.859630404617,NA,NA,NA,NA,8641.740526094285,NA,NA,6500.613485475046,7152.489318990637,67066.75133784274,15299.47207694712,NA,8378.724422484514,26524.13665001793,18344.31084797671,6335.282065043924,NA,10322.6326478765,2289.057965750251,11441.93603083345,NA,11993.9152948014,67465.77674290941,547788.7289573512,42552.38366059581,76360.38415149294,70296.45474658595,NA,NA,6405.500894155362,27837.30430603545,4183.806236952844,15527.28701869138,35836.20252844683,27498.06793675795,NA,17473.97207907696,NA,14036.09777757538,NA,9121.005040140031,4664.127876745752,NA,NA,11019.28719086117,10452.07990292739,45046.69605606695,NA,5165.402769297079,17685.09123819781,36008.90401070505,NA,NA,NA,NA,8918.204345910068,NA,NA,NA,NA,NA,NA,NA,16099.85807699646,13410.46555120997
S388,NA,8729.924976340515,7233.903910793558,4521.827842622988,66094.79052456729,5947.731619949587,12580.9953982432,5463.002845933571,NA,1735.952517282465,10175.03746577755,54630.0005698834,8005.308780506214,13225.09526540486,19487.5253471819,36403.04922091963,184716.2906926551,28887.0958039528,NA,12025.91590529983,16182.76752000061,30273.50363643969,20969.05698237406,NA,18060.81233849896,5620.436640023336,13567.1616864965,6926.31491188893,42941.44263279116,505883.9563402692,2464334.33144509,138757.6109786966,272969.5866691439,373712.0198551032,6245.931224935118,15178.73214381611,13097.48520039543,73576.9088691185,20884.63087335085,34128.62630141621,188799.5849946506,178642.9426453848,NA,44623.46878792952,4583.784931839352,13647.83256514272,8438.01409470317,19065.79944663443,20830.62835452501,NA,NA,45776.62689023212,91170.316406877,364365.0178587373,NA,32475.84194961823,41027.87620049194,188534.4225583057,8582.631862354905,NA,5095.671365647869,5720.766638611256,28329.33266550543,10516.07976902371,17478.46642432585,23040.31433943834,31648.42997553998,8533.51825961379,10569.58671654121,17065.44121021984,67907.87442281038,57919.76079861581
S39,NA,1969.970614914443,2368.063318236712,1922.724862666067,43472.54454519045,2919.930368782394,10436.0799498102,NA,NA,515.2572981311067,2327.466333822277,18068.84485225764,2276.794202085268,3588.86287294232,7150.209527894875,11422.7038967133,110786.2276845946,11441.68800412174,NA,5265.194869286464,4876.131959475475,21419.33020992574,8955.922402517357,NA,12099.29719882355,2067.2717142031,7821.036598007167,1761.411170446341,13080.97576840012,187558.7544004772,1355859.826761055,83068.04352830889,140481.0793759405,152935.2973259478,923.3140506768124,NA,4266.646103152983,27597.76690923698,5236.743425258993,16050.52556746051,72107.4236931476,50118.92893268421,NA,18679.36347689873,1733.221211188923,8774.442524394113,1625.171779136999,NA,3385.931957266829,NA,1514.961414572078,8823.911629359172,14146.49371674115,96616.37813250734,NA,6670.263398333331,9224.392749191587,71648.79881105502,2695.083300629245,NA,758.2548985351972,1492.499154235724,7802.892137317086,NA,1900.8103889695,2488.36748820187,4781.021083883239,1299.57545754551,1926.046673869554,4108.580780305307,16703.27943126214,16337.13543819587
S390,NA,8341.985362442932,6859.14418113956,3901.275959984324,55354.53539371373,4193.185489241145,12199.01359026488,NA,NA,1557.927301625989,9000.019333842749,55395.30537324197,6969.163307883757,9299.714751071711,16545.37487499017,31377.48028721414,158212.9103751701,26683.38361947933,NA,7759.987373720489,8114.786917890328,27804.09278377458,18202.29958505596,NA,12619.18113857177,3825.466039792094,12603.71615374458,NA,39549.35128332778,371123.2746689462,2412040.289307659,118201.238812307,209196.6110374859,256825.6050912829,NA,NA,8705.64148701545,49499.68960894987,17161.78921641714,26025.94456574213,122036.661173286,119945.5651546173,9937.25137373801,31533.96147591562,3905.150781012473,12452.96100896185,8634.879188818586,19165.53181869009,18686.07085413902,NA,5843.134090198035,35383.64083014818,80178.85603268351,410827.9831241681,NA,21050.66410275539,28079.74537246061,149200.7681723356,4602.186703032655,NA,3182.8557316304,2469.916808995291,20712.60447423289,5827.204806803209,13729.94632152091,22133.88458670746,33192.47719936948,6118.828953715383,8073.659972914714,14076.03104420638,47896.09926275771,63596.13086655654
S397,NA,12390.17518589682,5552.314230054622,4930.474682341234,35584.67504319658,5389.565979695889,10245.13440635861,NA,NA,2069.869558238655,12181.99877369459,80081.39347484757,6474.36030207679,NA,22199.96310586531,43224.51502058939,118413.8732066584,28276.49348910201,NA,12026.8808072659,23122.79511554191,31950.70530533007,29059.98388394539,NA,18688.17997800644,5064.113095524671,17823.76105514776,15266.37890640888,62487.85854368166,593251.0711771451,4221184.92291814,106825.7900780968,263381.3626304287,494313.5750288606,6868.708089940809,12641.573866842187,15933.80918124026,117526.0938858662,44470.27463314836,35057.16299922555,182940.9024586244,243349.5946711281,10667.90193428914,51566.63425623626,4842.566519093088,19466.21935199642,7250.879117169258,24829.40756039652,21946.57166366815,NA,15250.31491744087,77752.75152020965,196114.9415608284,1127406.65331501,NA,32493.22841813353,71081.05347259481,480338.6564915666,22735.82498832207,NA,7270.455029266562,8931.695809783221,25060.08587450695,8380.223936780989,43791.9458644354,61028.98571414706,76189.79691048303,14467.36548461961,24832.12476216237,39735.73745078748,59422.88192673123,102919.0587426072
